sample_id	master_id	group_id	population	region	subregion	country	latitude	longitude	date_mean_bp	date_sd_bp	snps_1240k	assessment	layer	role
NST001.AG	NST001	Greece_NeaStyra_EBA	Greece_NeaStyra_EBA	EUROPE_CONTROL	Southern_Europe	Greece	38.17975	24.207417	4421	62	634770	QUESTIONABLE	T1	CONTROL
APO037.AG	APO037	Greece_Crete_Aposelemis_N	Greece_Crete_Aposelemis_N	EUROPE_CONTROL	Southern_Europe	Greece	35.2394569	24.9883048	7981	29	157466	CRITICAL	T2	CONTROL
AID008.AG	AID008	Greece_Peloponnese_LBA	Greece_Peloponnese_LBA	EUROPE_CONTROL	Southern_Europe	Greece	37.84083	22.5832	3250	58	780540	QUESTIONABLE	T1	CONTROL
AID002.AG	AID002	Greece_Peloponnese_LBA	Greece_Peloponnese_LBA	EUROPE_CONTROL	Southern_Europe	Greece	37.84083	22.5832	3375	14	710337	QUESTIONABLE	T1	CONTROL
ETM010.AG	ETM010	Syria_EMBA	Syria_EMBA	LEVANT	Levant	Syria	35.798	36.798	4550	58	700615	QUESTIONABLE	T1	TARGET
GER003.AG	GER003	Spain_Gravettian	Spain_Gravettian	IBERIA	Iberia	Spain	42.1686	2.7445	27203	80	262820	QUESTIONABLE	T4	TARGET
JK2804.AG	JK2804	Italy_Sardinia_N_EBA	Italy_Sardinia_N_EBA	EUROPE_CONTROL	Southern_Europe	Italy	39.162855	8.532445	5198	91	870429	QUESTIONABLE	T1	CONTROL
TAF014.AG	TAF014	Morocco_Iberomaurusian	Morocco_Iberomaurusian	MAGHREB	Morocco	Morocco	34.81418	-2.404123	14500	375	872214	PASS	T3	TARGET
TAF011.AG	TAF011	Morocco_Iberomaurusian	Morocco_Iberomaurusian	MAGHREB	Morocco	Morocco	34.81418	-2.404123	14450	231	936390	QUESTIONABLE	T3	TARGET
TAF010.AG	TAF010	Morocco_Iberomaurusian	Morocco_Iberomaurusian	MAGHREB	Morocco	Morocco	34.81418	-2.404123	14649	241	708642	QUESTIONABLE	T3	TARGET
TAF009.AG	TAF009	Morocco_Iberomaurusian	Morocco_Iberomaurusian	MAGHREB	Morocco	Morocco	34.81418	-2.404123	14221	164	264753	PASS	T3	TARGET
TSA005.AG	TSA005	Mongolia_Dornod_LateMedieval	Mongolia_Dornod_LateMedieval	OUTGROUP	East_Asia	Mongolia	49.14463	114.877124	700	144	868275	QUESTIONABLE	T0	OUTGROUP
BUL002.AG	BUL002	Mongolia_Sukhbaataraimag_MLBA	Mongolia_Sukhbaataraimag_MLBA	OUTGROUP	East_Asia	Mongolia	46.28406	111.768265	3300	375	661180	QUESTIONABLE	T1	OUTGROUP
GoyetQ-2.AG	GoyetQ-2	Belgium_Magdalenian	Belgium_Magdalenian	EUROPE_CONTROL	NW_Europe	Belgium	50.446	5.008	15077	88	408814	CRITICAL	T3	CONTROL
S153_S183.AG	S153_S183	Nepal_Mustang_SamdzongTomb_MiddleKingdom	Nepal_Mustang_SamdzongTomb_MiddleKingdom	OUTGROUP	South_Asia	Nepal	29.28	84.03	1275	188	1018872	QUESTIONABLE	T0	OUTGROUP
M354.AG	M354	Nepal_LIA_EMiddleKingdoms	Nepal_LIA_EMiddleKingdoms	OUTGROUP	South_Asia	Nepal	28.86	83.92	2275	274	924942	QUESTIONABLE	T1	OUTGROUP
atp12-1420.SG	atp12-1420	Spain_C	Spain_C	IBERIA	Iberia	Spain	42.35267	-3.51832	4868	35	1050011	QUESTIONABLE	T1	TARGET
atp002.SG	atp002	Spain_C	Spain_C	IBERIA	Iberia	Spain	42.35267	-3.51832	4746	64	1139238	QUESTIONABLE	T1	TARGET
Sumidouro6.SG	Sumidouro6	Brazil_CentralMinasGerais_EarlyHolocene_10100BP_HG	Brazil_CentralMinasGerais_EarlyHolocene_10100BP_HG	OUTGROUP	Americas	Brazil	-19.54	-43.94	10070	102	993578	QUESTIONABLE	T2	OUTGROUP
Sumidouro5.SG	Sumidouro5	Brazil_CentralMinasGerais_EarlyHolocene_10400BP_HG	Brazil_CentralMinasGerais_EarlyHolocene_10400BP_HG	OUTGROUP	Americas	Brazil	-19.54	-43.94	10372	79	1149384	QUESTIONABLE	T2	OUTGROUP
Sumidouro4.SG	Sumidouro4	Brazil_CentralMinasGerais_EarlyHolocene_10100BP_HG	Brazil_CentralMinasGerais_EarlyHolocene_10100BP_HG	OUTGROUP	Americas	Brazil	-19.54	-43.94	10107	99	644391	QUESTIONABLE	T2	OUTGROUP
SZF-26.SG	SZF-26	Hungary_EarlyAvar	Hungary_EarlyAvar	EUROPE_CONTROL	Central_Europe	Hungary	46.33625	20.12286	1275	14	737257	QUESTIONABLE	T0	CONTROL
VK534.SG	VK534	Italy_Sud_Medieval	Italy_Sud_Medieval	EUROPE_CONTROL	Southern_Europe	Italy	41.42	15.58	766	50	820910	QUESTIONABLE	T0	CONTROL
VK394.SG	VK394	Norway_Viking	Norway_Viking	EUROPE_CONTROL	Northern_Europe	Norway	61.15	11.34	1000	29	613252	QUESTIONABLE	T0	CONTROL
VK344.SG	VK344	Sweden_Viking	Sweden_Viking	EUROPE_CONTROL	Northern_Europe	Sweden	56.8792364	16.7212765	1000	87	739086	QUESTIONABLE	T0	CONTROL
VK343.SG	VK343	Sweden_Viking	Sweden_Viking	EUROPE_CONTROL	Northern_Europe	Sweden	56.8792364	16.7212765	1000	87	835592	QUESTIONABLE	T0	CONTROL
VK264.SG	VK264	England_Viking	England_Viking	EUROPE_CONTROL	British_Isles	United Kingdom	50.6710879	-2.465799	950	29	741267	QUESTIONABLE	T0	CONTROL
VK129.SG	VK129	Iceland_Viking	Iceland_Viking	EUROPE_CONTROL	British_Isles	Iceland	65.79	-17.34	1000	29	1115828	QUESTIONABLE	T0	CONTROL
ERS1790733.SG	ERS1790733	Lebanon_MBA	Lebanon_MBA	LEVANT	Levant	Lebanon	33.561623	35.371184	3775	64	748353	QUESTIONABLE	T1	TARGET
OC.SG	OC	Romania_IronGates_Mesolithic	Romania_IronGates_Mesolithic	EUROPE_CONTROL	Balkans	Romania	44.517	22.722	8704	155	879203	QUESTIONABLE	T2	CONTROL
DA45.SG	DA45	Mongolia_Omnogovi_XiongnuPeriod	Mongolia_Omnogovi_XiongnuPeriod	OUTGROUP	East_Asia	Mongolia	42.5258333	105.18	2046	45	1148752	QUESTIONABLE	T1	OUTGROUP
DA43.SG	DA43	Mongolia_Omnogovi_XiongnuPeriod	Mongolia_Omnogovi_XiongnuPeriod	OUTGROUP	East_Asia	Mongolia	42.5258333	105.18	2100	144	925610	QUESTIONABLE	T1	OUTGROUP
DA41.SG	DA41	Mongolia_Khovsgol_XiongnuPeriod-oEurope	Mongolia_Khovsgol_XiongnuPeriod-oEurope	OUTGROUP	East_Asia	Mongolia	49.2744444	101.715833	2148	84	649295	CRITICAL	T1	OUTGROUP
DA30.SG	DA30	Kazakhstan_Sarmatian	Kazakhstan_Sarmatian	OUTGROUP	Central_Asia	Kazakhstan	51.555563	64.705221	1948	45	852101	QUESTIONABLE	T0	OUTGROUP
DA27.SG	DA27	Kazakhstan_Hun_Nomad_Sarmatian	Kazakhstan_Hun_Nomad_Sarmatian	OUTGROUP	Central_Asia	Kazakhstan	52.836944	62.893611	1508	58	1011642	QUESTIONABLE	T0	OUTGROUP
DA204.SG	DA204	Kazakhstan_EarlyMedieval_Karakhanid	Kazakhstan_EarlyMedieval_Karakhanid	OUTGROUP	Central_Asia	Kazakhstan	43.0686	68.2489	1017	30	785254	QUESTIONABLE	T0	OUTGROUP
DA144.SG	DA144	Russia_Sarmatian	Russia_Sarmatian	EUROPE_CONTROL	Eastern_Europe	Russia	47.293449	39.54598	2300	260	343785	CRITICAL	T1	CONTROL
DA381.SG	DA381	Turkmenistan_C	Turkmenistan_C	OUTGROUP	Central_Asia	Turkmenistan	37.1907	61.0343	5174	86	629142	QUESTIONABLE	T1	OUTGROUP
SZ5.SG	SZ5	Hungary_Lombards	Hungary_Lombards	EUROPE_CONTROL	Central_Europe	Hungary	46.2833333	17.85	1425	72	1147742	PASS	T0	CONTROL
I0861.AG.BY	I0861	Israel_Natufian	Israel_Natufian	LEVANT	Levant	Israel	32.65	35.067	12700	722	120724	PASS	T3	TARGET
I1290.AG.BY	I1290	Iran_GanjDareh_N	Iran_GanjDareh_N	OUTGROUP	Iran	Iran	34.45	48.116	9806	129	856018	PASS	T2	OUTGROUP
I1198.AG.BY	I1198	Russia_PrimorskyKrai_MN_Boisman	Russia_PrimorskyKrai_MN_Boisman	EUROPE_CONTROL	Eastern_Europe	Russia	42.7894444	131.276111	6872	61	106235	PASS	T2	CONTROL
I1190.AG.BY	I1190	Russia_PrimorskyKrai_MN_Boisman	Russia_PrimorskyKrai_MN_Boisman	EUROPE_CONTROL	Eastern_Europe	Russia	42.7894444	131.276111	6675	126	752787	PASS	T2	CONTROL
I0238.AG.BY	I0238	Peru_8600BP	Peru_8600BP	OUTGROUP	Americas	Peru	-10.3222	-76.666667	8450	289	96983	PASS	T2	OUTGROUP
I0040.AG.BY	I0040	Peru_5800BP	Peru_5800BP	OUTGROUP	Americas	Peru	-10.3222	-76.666667	5845	55	669562	PASS	T1	OUTGROUP
I2483.AG.BY	I2483	Austria_Gravettian	Austria_Gravettian	EUROPE_CONTROL	Central_Europe	Austria	48.41	15.59	30246	460	344091	MERGE_PASS	T4	CONTROL
I2261.AG.BY	I2261	Peru_4100BP_LaGalgada	Peru_4100BP_LaGalgada	OUTGROUP	Americas	Peru	-8.466666667	-78.15	4105	72	934090	PASS	T1	OUTGROUP
I1733.AG.BY	I1733	Ukraine_Zaporizhia_EN	Ukraine_Zaporizhia_EN	EUROPE_CONTROL	Eastern_Europe	Ukraine	47.434167	35.276389	10200	433	267123	PASS	T2	CONTROL
I1577.AG.BY	I1577	Austria_Gravettian	Austria_Gravettian	EUROPE_CONTROL	Central_Europe	Austria	48.41	15.59	30200	548	229786	PASS	T4	CONTROL
I1369.AG.BY	I1369	Vanuatu_2900BP	Vanuatu_2900BP	OUTGROUP	Other	Vanuatu	-17.786	168.37	2885	78	29350	PASS	T1	OUTGROUP
I1192.AG.BY	I1192	Russia_PrimorskyKrai_MN_Boisman	Russia_PrimorskyKrai_MN_Boisman	EUROPE_CONTROL	Eastern_Europe	Russia	42.7894444	131.276111	6711	77	236356	QUESTIONABLE	T2	CONTROL
I0626.AG.BY	I0626	Vietnam_N	Vietnam_N	OUTGROUP	SE_Asia	Vietnam	20.133333	105.983333	3850	173	56749	PASS	T1	OUTGROUP
I0595.AG.BY	I0595	Kenya_400BP	Kenya_400BP	EAST_AFRICA	East_Africa	Kenya	-3.7	39.7	402	52	152016	QUESTIONABLE	T0	OUTGROUP
I0308.AG.BY	I0308	Argentina_BuenosAires_7700BP	Argentina_BuenosAires_7700BP	OUTGROUP	Americas	Argentina	-38.3605556	-60.2441667	7425	101	461665	PASS	T2	OUTGROUP
I1945.AG.TW.BY	I1945	Iran_GanjDareh_N	Iran_GanjDareh_N	OUTGROUP	Iran	Iran	34.45	48.116	9800	87	254816	PASS	T2	OUTGROUP
I28394.AG	I28394	Croatia_EarlyMedieval_Avar	Croatia_EarlyMedieval_Avar	EUROPE_CONTROL	Balkans	Croatia	45.338156	18.845028	1150	58	840762	PASS	T0	CONTROL
I28388.AG	I28388	Croatia_EarlyMedieval_Avar	Croatia_EarlyMedieval_Avar	EUROPE_CONTROL	Balkans	Croatia	45.338156	18.845028	1250	58	842366	PASS	T0	CONTROL
I20533.AG	I20533	Russia_Sakha_Mesolithic	Russia_Sakha_Mesolithic	EUROPE_CONTROL	Eastern_Europe	Russia	58.9220523	125.135849	10156	77	844441	PASS	T2	CONTROL
I25555.AG	I25555	Russia_Omsk_EMBA_Irtysh_SeimaTurbino-oEastAsia	Russia_Omsk_EMBA_Irtysh_SeimaTurbino-oEastAsia	EUROPE_CONTROL	Eastern_Europe	Russia	55.029025	73.572794	3850	115	83511	PASS	T1	CONTROL
I35517.TW	I35517	Argentina_EntreRios_900BP	Argentina_EntreRios_900BP	OUTGROUP	Americas	Argentina	-33.86	-58.63	642	46	34044	PASS	T0	OUTGROUP
I24898_d.AG	I24898	Austria_N_LBK	Austria_N_LBK	EUROPE_CONTROL	Central_Europe	Austria	48.579752	16.46931	7100	87	212819	PASS	T2	CONTROL
I5737_d.AG	I5737	Turkey_MBA	Turkey_MBA	OUTGROUP	Anatolia	Turkey	38.42	27.14	3931	38	158513	PASS	T1	OUTGROUP
I3121_d.AG	I3121	Turkey_N	Turkey_N	OUTGROUP	Anatolia	Turkey	40.48	29.296	7925	101	337263	PASS	T2	OUTGROUP
I6230_d.AG	I6230	Mongolia_EIA_Sagly-4	Mongolia_EIA_Sagly-4	OUTGROUP	East_Asia	Mongolia	49.999824	92.033372	2131	75	86981	PASS	T1	OUTGROUP
I4355_d.AG	I4355	Iran_Hasanlu_IA	Iran_Hasanlu_IA	OUTGROUP	Iran	Iran	37.004949	45.459021	2898	33	277890	PASS	T1	OUTGROUP
UZZ061_d.AG	UZZ061	Italy_Sicily_MN	Italy_Sicily_MN	EUROPE_CONTROL	Southern_Europe	Italy	38.1101	12.7866	6739	40	245821	PASS	T2	CONTROL
UZZ040_d.AG	UZZ040	Italy_Sicily_Mesolithic	Italy_Sicily_Mesolithic	EUROPE_CONTROL	Southern_Europe	Italy	38.1101	12.7866	8279	50	60005	PASS	T2	CONTROL
C4779_d.AG	C4779	China_Qinghai_Zongri	China_Qinghai_Zongri	OUTGROUP	East_Asia	China	35.3	100.4	4600	433	47147	PASS	T1	OUTGROUP
XAN051_d.AG	XAN051	Greece_Crete_LBA	Greece_Crete_LBA	EUROPE_CONTROL	Southern_Europe	Greece	35.5172563	24.0149291	3300	29	70980	PASS	T1	CONTROL
XAN041_d.AG	XAN041	Greece_Crete_LBA	Greece_Crete_LBA	EUROPE_CONTROL	Southern_Europe	Greece	35.5172563	24.0149291	3300	29	270404	PASS	T1	CONTROL
XAN024_d.AG	XAN024	Greece_Crete_LBA	Greece_Crete_LBA	EUROPE_CONTROL	Southern_Europe	Greece	35.5172563	24.0149291	3175	72	138590	PASS	T1	CONTROL
NST001_d.AG	NST001	Greece_NeaStyra_EBA	Greece_NeaStyra_EBA	EUROPE_CONTROL	Southern_Europe	Greece	38.17975	24.207417	4421	62	202548	PASS	T1	CONTROL
APO037_d.AG	APO037	Greece_Crete_Aposelemis_N	Greece_Crete_Aposelemis_N	EUROPE_CONTROL	Southern_Europe	Greece	35.2394569	24.9883048	7981	29	60092	PASS	T2	CONTROL
AID008_d.AG	AID008	Greece_Peloponnese_LBA	Greece_Peloponnese_LBA	EUROPE_CONTROL	Southern_Europe	Greece	37.84083	22.5832	3250	58	326755	PASS	T1	CONTROL
AID002_d.AG	AID002	Greece_Peloponnese_LBA	Greece_Peloponnese_LBA	EUROPE_CONTROL	Southern_Europe	Greece	37.84083	22.5832	3375	14	272227	PASS	T1	CONTROL
ETM010_d.AG	ETM010	Syria_EMBA	Syria_EMBA	LEVANT	Levant	Syria	35.798	36.798	4550	58	402168	PASS	T1	TARGET
GER003_d.AG	GER003	Spain_Gravettian	Spain_Gravettian	IBERIA	Iberia	Spain	42.1686	2.7445	27203	80	56200	PASS	T4	TARGET
JK2804_d.AG	JK2804	Italy_Sardinia_N_EBA	Italy_Sardinia_N_EBA	EUROPE_CONTROL	Southern_Europe	Italy	39.162855	8.532445	5198	91	489584	PASS	T1	CONTROL
TAF010_d.AG	TAF010	Morocco_Iberomaurusian	Morocco_Iberomaurusian	MAGHREB	Morocco	Morocco	34.81418	-2.404123	14649	241	410381	PASS	T3	TARGET
C3324_d.AG	C3324	China_Xinjiang_IA_Yuezhi_Scythian	China_Xinjiang_IA_Yuezhi_Scythian	OUTGROUP	East_Asia	China	43.8001	82.51	2245	53	9380	PASS	T1	OUTGROUP
TSA005_d.AG	TSA005	Mongolia_Dornod_LateMedieval	Mongolia_Dornod_LateMedieval	OUTGROUP	East_Asia	Mongolia	49.14463	114.877124	700	144	87809	PASS	T0	OUTGROUP
TAV011_d.AG	TAV011	Mongolia_Sukhbaatar_XiongnuPeriod_LateMedieval	Mongolia_Sukhbaatar_XiongnuPeriod_LateMedieval	OUTGROUP	East_Asia	Mongolia	45.357206	113.142056	1300	491	89416	PASS	T0	OUTGROUP
GoyetQ-2_d.AG	GoyetQ-2	Belgium_Magdalenian	Belgium_Magdalenian	EUROPE_CONTROL	NW_Europe	Belgium	50.446	5.008	15077	88	95052	PASS	T3	CONTROL
S153_S183_d.AG	S153_S183	Nepal_Mustang_SamdzongTomb_MiddleKingdom	Nepal_Mustang_SamdzongTomb_MiddleKingdom	OUTGROUP	South_Asia	Nepal	29.28	84.03	1275	188	456630	PASS	T0	OUTGROUP
M354_d.AG	M354	Nepal_LIA_EMiddleKingdoms	Nepal_LIA_EMiddleKingdoms	OUTGROUP	South_Asia	Nepal	28.86	83.92	2275	274	184432	PASS	T1	OUTGROUP
LM16_d.SG	LM16	Russia_PrimorskyKrai_N	Russia_PrimorskyKrai_N	EUROPE_CONTROL	Eastern_Europe	Russia	42.999	133.095	6785	455	108518	PASS	T2	CONTROL
mur_d.SG	mur	Spain_EN	Spain_EN	IBERIA	Iberia	Spain	37.542182	-4.30388	7127	71	550941	PASS	T2	TARGET
esp005_d.SG	esp005	Spain_BA	Spain_BA	IBERIA	Iberia	Spain	42.322944	-2.41212	3400	87	15828	PASS	T1	TARGET
Sumidouro6_d.SG	Sumidouro6	Brazil_CentralMinasGerais_EarlyHolocene_10100BP_HG	Brazil_CentralMinasGerais_EarlyHolocene_10100BP_HG	OUTGROUP	Americas	Brazil	-19.54	-43.94	10070	102	449210	PASS	T2	OUTGROUP
Sumidouro5_d.SG	Sumidouro5	Brazil_CentralMinasGerais_EarlyHolocene_10400BP_HG	Brazil_CentralMinasGerais_EarlyHolocene_10400BP_HG	OUTGROUP	Americas	Brazil	-19.54	-43.94	10372	79	1063812	PASS	T2	OUTGROUP
Sumidouro4_d.SG	Sumidouro4	Brazil_CentralMinasGerais_EarlyHolocene_10100BP_HG	Brazil_CentralMinasGerais_EarlyHolocene_10100BP_HG	OUTGROUP	Americas	Brazil	-19.54	-43.94	10107	99	202135	PASS	T2	OUTGROUP
SZK-130_d.SG	SZK-130	Hungary_LateAvar	Hungary_LateAvar	EUROPE_CONTROL	Central_Europe	Hungary	46.22894	20.264	1200	29	153270	PASS	T0	CONTROL
SZF-26_d.SG	SZF-26	Hungary_EarlyAvar	Hungary_EarlyAvar	EUROPE_CONTROL	Central_Europe	Hungary	46.33625	20.12286	1275	14	165000	PASS	T0	CONTROL
SH-41_d.SG	SH-41	Hungary_Conqueror_Commoner	Hungary_Conqueror_Commoner	EUROPE_CONTROL	Central_Europe	Hungary	47.30525	21.21411	975	14	158140	PASS	T0	CONTROL
SH-106_d.SG	SH-106	Hungary_Conqueror_Commoner	Hungary_Conqueror_Commoner	EUROPE_CONTROL	Central_Europe	Hungary	47.30525	21.21411	1000	29	120961	PASS	T0	CONTROL
PV-205_d.SG	PV-205	Hungary_LateAvar-oLowEastAsia	Hungary_LateAvar-oLowEastAsia	EUROPE_CONTROL	Central_Europe	Hungary	46.30439	20.85797	1226	49	357614	PASS	T0	CONTROL
PV-200_d.SG	PV-200	Hungary_LateAvar-oLowEastAsia	Hungary_LateAvar-oLowEastAsia	EUROPE_CONTROL	Central_Europe	Hungary	46.30439	20.85797	1223	46	265673	PASS	T0	CONTROL
PLE-38_d.SG	PLE-38	Hungary_Commoner	Hungary_Commoner	EUROPE_CONTROL	Central_Europe	Hungary	47.36822	21.12072	1003	34	129278	PASS	T0	CONTROL
PLE-384_d.SG	PLE-384	Hungary_EarlyArpadian	Hungary_EarlyArpadian	EUROPE_CONTROL	Central_Europe	Hungary	47.36822	21.12072	875	14	159294	PASS	T0	CONTROL
PLE-23_d.SG	PLE-23	Hungary_Commoner	Hungary_Commoner	EUROPE_CONTROL	Central_Europe	Hungary	47.36822	21.12072	975	14	116724	PASS	T0	CONTROL
PLE-216_d.SG	PLE-216	Hungary_Commoner-oEastAsia	Hungary_Commoner-oEastAsia	EUROPE_CONTROL	Central_Europe	Hungary	47.36822	21.12072	975	14	159547	PASS	T0	CONTROL
PLE-115_d.SG	PLE-115	Hungary_EarlyArpadian	Hungary_EarlyArpadian	EUROPE_CONTROL	Central_Europe	Hungary	47.36822	21.12072	925	14	203851	PASS	T0	CONTROL
MM-80_d.SG	MM-80	Hungary_EarlyAvar-oHighEastAsia	Hungary_EarlyAvar-oHighEastAsia	EUROPE_CONTROL	Central_Europe	Hungary	46.2167	20.5167	1328	17	192525	PASS	T0	CONTROL
KK2-670_d.SG	KK2-670	Hungary_LateAvar-oHighEastAsia	Hungary_LateAvar-oHighEastAsia	EUROPE_CONTROL	Central_Europe	Hungary	46.38003	20.08944	1175	14	176639	PASS	T0	CONTROL
KeF1-10936_d.SG	KeF1-10936	Hungary_Elite	Hungary_Elite	EUROPE_CONTROL	Central_Europe	Hungary	48.20044	21.6565	975	14	141139	PASS	T0	CONTROL
K3-12_d.SG	K3-12	Hungary_Elite	Hungary_Elite	EUROPE_CONTROL	Central_Europe	Hungary	48.460362	21.80639	975	14	109239	PASS	T0	CONTROL
K2-61_d.SG	K2-61	Hungary_Elite	Hungary_Elite	EUROPE_CONTROL	Central_Europe	Hungary	48.460361	21.80639	1025	14	103462	PASS	T0	CONTROL
K2-33_d.SG	K2-33	Hungary_Elite-oEurope	Hungary_Elite-oEurope	EUROPE_CONTROL	Central_Europe	Hungary	48.460361	21.80639	975	14	144591	PASS	T0	CONTROL
IBE-90_d.SG	IBE-90	Hungary_EarlyArpadian	Hungary_EarlyArpadian	EUROPE_CONTROL	Central_Europe	Hungary	48.21647	21.81072	900	29	78189	PASS	T0	CONTROL
FU-193_d.SG	FU-193	Hungary_EarlyAvar-oLowEastAsia	Hungary_EarlyAvar-oLowEastAsia	EUROPE_CONTROL	Central_Europe	Hungary	46.7665	20.19739	1227	35	161454	PASS	T0	CONTROL
ARK-19_d.SG	ARK-19	Hungary_LateAvar-oHighEastAsia	Hungary_LateAvar-oHighEastAsia	EUROPE_CONTROL	Central_Europe	Hungary	47.59417	21.05047	1150	58	215419	PASS	T0	CONTROL
VK534_d.SG	VK534	Italy_Sud_Medieval	Italy_Sud_Medieval	EUROPE_CONTROL	Southern_Europe	Italy	41.42	15.58	766	50	176190	PASS	T0	CONTROL
VK394_d.SG	VK394	Norway_Viking	Norway_Viking	EUROPE_CONTROL	Northern_Europe	Norway	61.15	11.34	1000	29	110202	PASS	T0	CONTROL
VK344_d.SG	VK344	Sweden_Viking	Sweden_Viking	EUROPE_CONTROL	Northern_Europe	Sweden	56.8792364	16.7212765	1000	87	203502	PASS	T0	CONTROL
VK343_d.SG	VK343	Sweden_Viking	Sweden_Viking	EUROPE_CONTROL	Northern_Europe	Sweden	56.8792364	16.7212765	1000	87	236723	PASS	T0	CONTROL
VK264_d.SG	VK264	England_Viking	England_Viking	EUROPE_CONTROL	British_Isles	United Kingdom	50.6710879	-2.465799	950	29	159313	PASS	T0	CONTROL
VK129_d.SG	VK129	Iceland_Viking	Iceland_Viking	EUROPE_CONTROL	British_Isles	Iceland	65.79	-17.34	1000	29	586670	PASS	T0	CONTROL
sha014_d.SG	sha014	Iran_ShahTepe_LateC_EBA	Iran_ShahTepe_LateC_EBA	OUTGROUP	Iran	Iran	28.33	56.87	5100	29	361626	PASS	T1	OUTGROUP
sha004_d.SG	sha004	Iran_ShahTepe_LateC_EBA	Iran_ShahTepe_LateC_EBA	OUTGROUP	Iran	Iran	28.33	56.87	5209	99	526605	PASS	T1	OUTGROUP
KH150637_d.SG	KH150637	Germany_Niedertiefenbach_LN_Wartberg	Germany_Niedertiefenbach_LN_Wartberg	EUROPE_CONTROL	Central_Europe	Germany	50.442	8.136	5057	110	275777	PASS	T1	CONTROL
ERS1790733_d.SG	ERS1790733	Lebanon_MBA	Lebanon_MBA	LEVANT	Levant	Lebanon	33.561623	35.371184	3775	64	338293	PASS	T1	TARGET
DA45_d.SG	DA45	Mongolia_Omnogovi_XiongnuPeriod	Mongolia_Omnogovi_XiongnuPeriod	OUTGROUP	East_Asia	Mongolia	42.5258333	105.18	2046	45	896919	PASS	T1	OUTGROUP
DA43_d.SG	DA43	Mongolia_Omnogovi_XiongnuPeriod	Mongolia_Omnogovi_XiongnuPeriod	OUTGROUP	East_Asia	Mongolia	42.5258333	105.18	2100	144	279258	PASS	T1	OUTGROUP
DA41_d.SG	DA41	Mongolia_Khovsgol_XiongnuPeriod-oEurope	Mongolia_Khovsgol_XiongnuPeriod-oEurope	OUTGROUP	East_Asia	Mongolia	49.2744444	101.715833	2148	84	257582	PASS	T1	OUTGROUP
DA30_d.SG	DA30	Kazakhstan_Sarmatian	Kazakhstan_Sarmatian	OUTGROUP	Central_Asia	Kazakhstan	51.555563	64.705221	1948	45	331412	PASS	T0	OUTGROUP
DA27_d.SG	DA27	Kazakhstan_Hun_Nomad_Sarmatian	Kazakhstan_Hun_Nomad_Sarmatian	OUTGROUP	Central_Asia	Kazakhstan	52.836944	62.893611	1508	58	256277	PASS	T0	OUTGROUP
DA144_d.SG	DA144	Russia_Sarmatian	Russia_Sarmatian	EUROPE_CONTROL	Eastern_Europe	Russia	47.293449	39.54598	2300	260	79388	PASS	T1	CONTROL
DA381_d.SG	DA381	Turkmenistan_C	Turkmenistan_C	OUTGROUP	Central_Asia	Turkmenistan	37.1907	61.0343	5174	86	221476	PASS	T1	OUTGROUP
vbj008_d.SG	vbj008	Sweden_PittedWare	Sweden_PittedWare	EUROPE_CONTROL	Northern_Europe	Sweden	57.58	18.7	4663	98	97171	PASS	T1	CONTROL
I40453.TW	I40453	Argentina_Cordoba_700BP	Argentina_Cordoba_700BP	OUTGROUP	Americas	Argentina	-32.23	-64.51	609	32	1126705	PASS	T0	OUTGROUP
I40458.TW	I40458	Argentina_Catamarca_700BP	Argentina_Catamarca_700BP	OUTGROUP	Americas	Argentina	-27.72	-67.25	500	115	1114432	PASS	T0	OUTGROUP
I41049.TW	I41049	Palau_Ucheliungscave_2750BP	Palau_Ucheliungscave_2750BP	OUTGROUP	Other	Palau	7.3107031	134.502533	2656	80	1107951	PASS	T1	OUTGROUP
I41043.TW	I41043	Palau_OmedokelCave_1400BP	Palau_OmedokelCave_1400BP	OUTGROUP	Other	Palau	7.2270517	134.399355	1355	51	1121639	PASS	T0	OUTGROUP
I0679.AG.TW	I0679	Bulgaria_Krepost_N	Bulgaria_Krepost_N	EUROPE_CONTROL	Balkans	Bulgaria	42.02	25.6	7617	31	1081178	PASS	T2	CONTROL
I0679.AG	I0679	Bulgaria_Krepost_N	Bulgaria_Krepost_N	EUROPE_CONTROL	Balkans	Bulgaria	42.02	25.6	7617	31	868471	PASS	T2	CONTROL
I0679.TW	I0679	Bulgaria_Krepost_N	Bulgaria_Krepost_N	EUROPE_CONTROL	Balkans	Bulgaria	42.02	25.6	7617	31	1062198	PASS	T2	CONTROL
I2529.AG.TW	I2529	Bulgaria_Yabalkovo_N	Bulgaria_Yabalkovo_N	EUROPE_CONTROL	Balkans	Bulgaria	42.077	25.451	7610	36	883482	PASS	T2	CONTROL
I5080.AG.TW	I5080	Croatia_MBA	Croatia_MBA	EUROPE_CONTROL	Balkans	Croatia	43.2212	17.2898	3631	38	1121338	PASS	T1	CONTROL
I5080.TW	I5080	Croatia_MBA	Croatia_MBA	EUROPE_CONTROL	Balkans	Croatia	43.2212	17.2898	3631	38	1110451	QUESTIONABLE	T1	CONTROL
I1563.AG.TW	I1563	Germany_BlatterhohleCave_MN	Germany_BlatterhohleCave_MN	EUROPE_CONTROL	Central_Europe	Germany	51.358333	7.551111	5448	83	1117534	PASS	T1	CONTROL
